68034 silly lifecycle is-utf8@0.2.1~preinstall: no script for preinstall, continuing
71579 info linkStuff micromatch@2.3.11
71580 silly linkStuff micromatch@2.3.11 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71581 verbose linkBins micromatch@2.3.11
71582 verbose linkMans micromatch@2.3.11
71583 silly build repeating@2.0.1
71584 info linkStuff repeating@2.0.1
71585 silly linkStuff repeating@2.0.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71586 verbose linkBins repeating@2.0.1
71587 verbose linkMans repeating@2.0.1
71588 silly build indent-string@2.1.0
71589 info linkStuff indent-string@2.1.0
71590 silly linkStuff indent-string@2.1.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71591 verbose linkBins indent-string@2.1.0
71592 verbose linkMans indent-string@2.1.0
71593 silly build replace-ext@0.0.1
71594 info linkStuff replace-ext@0.0.1
71595 silly linkStuff replace-ext@0.0.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71596 verbose linkBins replace-ext@0.0.1
71597 verbose linkMans replace-ext@0.0.1
71598 silly build vinyl@1.2.0
71599 info linkStuff vinyl@1.2.0
71600 silly linkStuff vinyl@1.2.0 has C:\Users\pozda\bmsk\node_modules\gulp-sourcemaps\node_modules as its parent node_modules
71601 verbose linkBins vinyl@1.2.0
71602 verbose linkMans vinyl@1.2.0
71603 silly build vinyl@1.2.0
71604 info linkStuff vinyl@1.2.0
71605 silly linkStuff vinyl@1.2.0 has C:\Users\pozda\bmsk\node_modules\gulp-svg-sprite\node_modules as its parent node_modules
71606 verbose linkBins vinyl@1.2.0
71607 verbose linkMans vinyl@1.2.0
71608 silly build vinyl@1.2.0
71609 info linkStuff vinyl@1.2.0
71610 silly linkStuff vinyl@1.2.0 has C:\Users\pozda\bmsk\node_modules\main-bower-files\node_modules as its parent node_modules
71611 verbose linkBins vinyl@1.2.0
71612 verbose linkMans vinyl@1.2.0
71613 silly build isarray@1.0.0
71614 info linkStuff isarray@1.0.0
71615 silly linkStuff isarray@1.0.0 has C:\Users\pozda\bmsk\node_modules\replacestream\node_modules as its parent node_modules
71616 verbose linkBins isarray@1.0.0
71617 verbose linkMans isarray@1.0.0
71618 silly build qs@6.3.1
71619 info linkStuff qs@6.3.1
71620 silly linkStuff qs@6.3.1 has C:\Users\pozda\bmsk\node_modules\request\node_modules as its parent node_modules
71621 verbose linkBins qs@6.3.1
71622 verbose linkMans qs@6.3.1
71623 silly build require-directory@2.1.1
71624 info linkStuff require-directory@2.1.1
71625 silly linkStuff require-directory@2.1.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71626 verbose linkBins require-directory@2.1.1
71627 verbose linkMans require-directory@2.1.1
71628 silly build require-from-string@1.2.1
71629 info linkStuff require-from-string@1.2.1
71630 silly linkStuff require-from-string@1.2.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71631 verbose linkBins require-from-string@1.2.1
71632 verbose linkMans require-from-string@1.2.1
71633 silly build require-main-filename@1.0.1
71634 info linkStuff require-main-filename@1.0.1
71635 silly linkStuff require-main-filename@1.0.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71636 verbose linkBins require-main-filename@1.0.1
71637 verbose linkMans require-main-filename@1.0.1
71638 silly build resolve@1.3.1
71639 info linkStuff resolve@1.3.1
71640 silly linkStuff resolve@1.3.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71641 verbose linkBins resolve@1.3.1
71642 verbose linkMans resolve@1.3.1
71643 silly build rechoir@0.6.2
71644 info linkStuff rechoir@0.6.2
71645 silly linkStuff rechoir@0.6.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71646 verbose linkBins rechoir@0.6.2
71647 verbose linkMans rechoir@0.6.2
71648 silly build resolve-url@0.2.1
71649 info linkStuff resolve-url@0.2.1
71650 silly linkStuff resolve-url@0.2.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71651 verbose linkBins resolve-url@0.2.1
71652 verbose linkMans resolve-url@0.2.1
71653 silly build rgb@0.1.0
71654 info linkStuff rgb@0.1.0
71655 silly linkStuff rgb@0.1.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71656 verbose linkBins rgb@0.1.0
71657 verbose link bins [ { rgb: './bin/rgb' },
71657 verbose link bins   'C:\\Users\\pozda\\bmsk\\node_modules\\.bin',
71657 verbose link bins   false ]
71658 verbose linkMans rgb@0.1.0
71659 silly build css-color-function@1.3.0
71660 info linkStuff css-color-function@1.3.0
71661 silly linkStuff css-color-function@1.3.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71662 verbose linkBins css-color-function@1.3.0
71663 verbose linkMans css-color-function@1.3.0
71664 silly build right-align@0.1.3
71665 info linkStuff right-align@0.1.3
71666 silly linkStuff right-align@0.1.3 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71667 verbose linkBins right-align@0.1.3
71668 verbose linkMans right-align@0.1.3
71669 silly build sax@1.2.2
71670 info linkStuff sax@1.2.2
71671 silly linkStuff sax@1.2.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71672 verbose linkBins sax@1.2.2
71673 verbose linkMans sax@1.2.2
71674 silly build semver@4.3.6
71675 info linkStuff semver@4.3.6
71676 silly linkStuff semver@4.3.6 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71677 verbose linkBins semver@4.3.6
71678 verbose link bins [ { semver: './bin/semver' },
71678 verbose link bins   'C:\\Users\\pozda\\bmsk\\node_modules\\.bin',
71678 verbose link bins   false ]
71679 verbose linkMans semver@4.3.6
71680 silly build send@0.1.4
71681 info linkStuff send@0.1.4
71682 silly linkStuff send@0.1.4 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71683 verbose linkBins send@0.1.4
71684 verbose linkMans send@0.1.4
71685 silly build sentence-case@1.1.3
71686 info linkStuff sentence-case@1.1.3
71687 silly linkStuff sentence-case@1.1.3 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71688 verbose linkBins sentence-case@1.1.3
71689 verbose linkMans sentence-case@1.1.3
71690 silly build dot-case@1.1.2
71691 info linkStuff dot-case@1.1.2
71692 silly linkStuff dot-case@1.1.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71693 verbose linkBins dot-case@1.1.2
71694 verbose linkMans dot-case@1.1.2
71695 silly build param-case@1.1.2
71696 info linkStuff param-case@1.1.2
71697 silly linkStuff param-case@1.1.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71698 verbose linkBins param-case@1.1.2
71699 verbose linkMans param-case@1.1.2
71700 silly build path-case@1.1.2
71701 info linkStuff path-case@1.1.2
71702 silly linkStuff path-case@1.1.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71703 verbose linkBins path-case@1.1.2
71704 verbose linkMans path-case@1.1.2
71705 silly build sequencify@0.0.7
71706 info linkStuff sequencify@0.0.7
71707 silly linkStuff sequencify@0.0.7 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71708 verbose linkBins sequencify@0.0.7
71709 verbose linkMans sequencify@0.0.7
71710 silly build set-blocking@2.0.0
71711 info linkStuff set-blocking@2.0.0
71712 silly linkStuff set-blocking@2.0.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71713 verbose linkBins set-blocking@2.0.0
71714 verbose linkMans set-blocking@2.0.0
71715 silly build shelljs@0.3.0
71716 info linkStuff shelljs@0.3.0
71717 silly linkStuff shelljs@0.3.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71718 verbose linkBins shelljs@0.3.0
71719 verbose link bins [ { shjs: './bin/shjs' },
71719 verbose link bins   'C:\\Users\\pozda\\bmsk\\node_modules\\.bin',
71719 verbose link bins   false ]
71720 verbose linkMans shelljs@0.3.0
71721 silly build sigmund@1.0.1
71722 info linkStuff sigmund@1.0.1
71723 silly linkStuff sigmund@1.0.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71724 verbose linkBins sigmund@1.0.1
71725 verbose linkMans sigmund@1.0.1
71726 silly build minimatch@0.2.14
71727 info linkStuff minimatch@0.2.14
71728 silly linkStuff minimatch@0.2.14 has C:\Users\pozda\bmsk\node_modules\globule\node_modules as its parent node_modules
71729 verbose linkBins minimatch@0.2.14
71730 verbose linkMans minimatch@0.2.14
71731 silly build glob@3.1.21
71732 info linkStuff glob@3.1.21
71733 silly linkStuff glob@3.1.21 has C:\Users\pozda\bmsk\node_modules\globule\node_modules as its parent node_modules
71734 verbose linkBins glob@3.1.21
71735 verbose linkMans glob@3.1.21
71736 silly build globule@0.1.0
71737 info linkStuff globule@0.1.0
71738 silly linkStuff globule@0.1.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71739 verbose linkBins globule@0.1.0
71740 verbose linkMans globule@0.1.0
71741 silly build gaze@0.5.2
71742 info linkStuff gaze@0.5.2
71743 silly linkStuff gaze@0.5.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71744 verbose linkBins gaze@0.5.2
71745 verbose linkMans gaze@0.5.2
71746 silly build glob-watcher@0.0.6
71747 info linkStuff glob-watcher@0.0.6
71748 silly linkStuff glob-watcher@0.0.6 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71749 verbose linkBins glob-watcher@0.0.6
71750 verbose linkMans glob-watcher@0.0.6
71751 silly build signal-exit@3.0.2
71752 info linkStuff signal-exit@3.0.2
71753 silly linkStuff signal-exit@3.0.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71754 verbose linkBins signal-exit@3.0.2
71755 verbose linkMans signal-exit@3.0.2
71756 silly build loud-rejection@1.6.0
71757 info linkStuff loud-rejection@1.6.0
71758 silly linkStuff loud-rejection@1.6.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71759 verbose linkBins loud-rejection@1.6.0
71760 verbose linkMans loud-rejection@1.6.0
71761 silly build simple-fmt@0.1.0
71762 info linkStuff simple-fmt@0.1.0
71763 silly linkStuff simple-fmt@0.1.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71764 verbose linkBins simple-fmt@0.1.0
71765 verbose linkMans simple-fmt@0.1.0
71766 silly build simple-is@0.2.0
71767 info linkStuff simple-is@0.2.0
71768 silly linkStuff simple-is@0.2.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71769 verbose linkBins simple-is@0.2.0
71770 verbose linkMans simple-is@0.2.0
71771 silly build snake-case@1.1.2
71772 info linkStuff snake-case@1.1.2
71773 silly linkStuff snake-case@1.1.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71774 verbose linkBins snake-case@1.1.2
71775 verbose linkMans snake-case@1.1.2
71776 silly build sntp@1.0.9
71777 info linkStuff sntp@1.0.9
71778 silly linkStuff sntp@1.0.9 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71779 verbose linkBins sntp@1.0.9
71780 verbose linkMans sntp@1.0.9
71781 silly build hawk@3.1.3
71782 info linkStuff hawk@3.1.3
71783 silly linkStuff hawk@3.1.3 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71784 verbose linkBins hawk@3.1.3
71785 verbose linkMans hawk@3.1.3
71786 silly build sort-keys@1.1.2
71787 info linkStuff sort-keys@1.1.2
71788 silly linkStuff sort-keys@1.1.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71789 verbose linkBins sort-keys@1.1.2
71790 verbose linkMans sort-keys@1.1.2
71791 silly build source-map@0.5.6
71792 info linkStuff source-map@0.5.6
71793 silly linkStuff source-map@0.5.6 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71794 verbose linkBins source-map@0.5.6
71795 verbose linkMans source-map@0.5.6
71796 silly build concat-with-sourcemaps@1.0.4
71797 info linkStuff concat-with-sourcemaps@1.0.4
71798 silly linkStuff concat-with-sourcemaps@1.0.4 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71799 verbose linkBins concat-with-sourcemaps@1.0.4
71800 verbose linkMans concat-with-sourcemaps@1.0.4
71801 silly build vinyl-sourcemaps-apply@0.2.1
71802 info linkStuff vinyl-sourcemaps-apply@0.2.1
71803 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has C:\Users\pozda\bmsk\node_modules\gulp-postcss\node_modules as its parent node_modules
71804 verbose linkBins vinyl-sourcemaps-apply@0.2.1
71805 verbose linkMans vinyl-sourcemaps-apply@0.2.1
71806 silly build vinyl-sourcemaps-apply@0.2.1
71807 info linkStuff vinyl-sourcemaps-apply@0.2.1
71808 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has C:\Users\pozda\bmsk\node_modules\gulp-uglify\node_modules as its parent node_modules
71809 verbose linkBins vinyl-sourcemaps-apply@0.2.1
71810 verbose linkMans vinyl-sourcemaps-apply@0.2.1
71811 silly build source-map-url@0.3.0
71812 info linkStuff source-map-url@0.3.0
71813 silly linkStuff source-map-url@0.3.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71814 verbose linkBins source-map-url@0.3.0
71815 verbose linkMans source-map-url@0.3.0
71816 silly build sparkles@1.0.0
71817 info linkStuff sparkles@1.0.0
71818 silly linkStuff sparkles@1.0.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71819 verbose linkBins sparkles@1.0.0
71820 verbose linkMans sparkles@1.0.0
71821 silly build glogg@1.0.0
71822 info linkStuff glogg@1.0.0
71823 silly linkStuff glogg@1.0.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71824 verbose linkBins glogg@1.0.0
71825 verbose linkMans glogg@1.0.0
71826 silly build gulplog@1.0.0
71827 info linkStuff gulplog@1.0.0
71828 silly linkStuff gulplog@1.0.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71829 verbose linkBins gulplog@1.0.0
71830 verbose linkMans gulplog@1.0.0
71831 silly build has-gulplog@0.1.0
71832 info linkStuff has-gulplog@0.1.0
71833 silly linkStuff has-gulplog@0.1.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71834 verbose linkBins has-gulplog@0.1.0
71835 verbose linkMans has-gulplog@0.1.0
71836 silly build spdx-expression-parse@1.0.4
71837 info linkStuff spdx-expression-parse@1.0.4
71838 silly linkStuff spdx-expression-parse@1.0.4 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71839 verbose linkBins spdx-expression-parse@1.0.4
71840 verbose linkMans spdx-expression-parse@1.0.4
71841 silly build spdx-license-ids@1.2.2
71842 info linkStuff spdx-license-ids@1.2.2
71843 silly linkStuff spdx-license-ids@1.2.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71844 verbose linkBins spdx-license-ids@1.2.2
71845 verbose linkMans spdx-license-ids@1.2.2
71846 silly build spdx-correct@1.0.2
71847 info linkStuff spdx-correct@1.0.2
71848 silly linkStuff spdx-correct@1.0.2 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71849 verbose linkBins spdx-correct@1.0.2
71850 verbose linkMans spdx-correct@1.0.2
71851 silly build sprintf-js@1.0.3
71852 info linkStuff sprintf-js@1.0.3
71853 silly linkStuff sprintf-js@1.0.3 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71854 verbose linkBins sprintf-js@1.0.3
71855 verbose linkMans sprintf-js@1.0.3
71856 silly build argparse@1.0.9
71857 info linkStuff argparse@1.0.9
71858 silly linkStuff argparse@1.0.9 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71859 verbose linkBins argparse@1.0.9
71860 verbose linkMans argparse@1.0.9
71861 silly build js-yaml@3.7.0
71862 info linkStuff js-yaml@3.7.0
71863 silly linkStuff js-yaml@3.7.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71864 verbose linkBins js-yaml@3.7.0
71865 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
71865 verbose link bins   'C:\\Users\\pozda\\bmsk\\node_modules\\.bin',
71865 verbose link bins   false ]
71866 verbose linkMans js-yaml@3.7.0
71867 silly build cosmiconfig@2.1.1
71868 info linkStuff cosmiconfig@2.1.1
71869 silly linkStuff cosmiconfig@2.1.1 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71870 verbose linkBins cosmiconfig@2.1.1
71871 verbose linkMans cosmiconfig@2.1.1
71872 silly build postcss-load-options@1.2.0
71873 info linkStuff postcss-load-options@1.2.0
71874 silly linkStuff postcss-load-options@1.2.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71875 verbose linkBins postcss-load-options@1.2.0
71876 verbose linkMans postcss-load-options@1.2.0
71877 silly build postcss-load-plugins@2.3.0
71878 info linkStuff postcss-load-plugins@2.3.0
71879 silly linkStuff postcss-load-plugins@2.3.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71880 verbose linkBins postcss-load-plugins@2.3.0
71881 verbose linkMans postcss-load-plugins@2.3.0
71882 silly build postcss-load-config@1.2.0
71883 info linkStuff postcss-load-config@1.2.0
71884 silly linkStuff postcss-load-config@1.2.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71885 verbose linkBins postcss-load-config@1.2.0
71886 verbose linkMans postcss-load-config@1.2.0
71887 silly build assert-plus@1.0.0
71888 info linkStuff assert-plus@1.0.0
71889 silly linkStuff assert-plus@1.0.0 has C:\Users\pozda\bmsk\node_modules\sshpk\node_modules as its parent node_modules
71890 verbose linkBins assert-plus@1.0.0
71891 verbose linkMans assert-plus@1.0.0
71892 silly build stable@0.1.5
71893 info linkStuff stable@0.1.5
71894 silly linkStuff stable@0.1.5 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71895 verbose linkBins stable@0.1.5
71896 verbose linkMans stable@0.1.5
71897 silly build alter@0.2.0
71898 info linkStuff alter@0.2.0
71899 silly linkStuff alter@0.2.0 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
71900 verbose linkBins alter@0.2.0
71901 verbose linkMans alter@0.2.0
71902 silly build stack-trace@0.0.9
71903 info linkStuff stack-trace@0.0.9
71904 silly linkStuff stack-trace@0.0.9 has C:\Users\pozda\bmsk\node_modules as its parent node_modules
